"","X","LONELY","KIDS","ADULTS","VOLUNTEE","NUMHOUSEHOLD","AGE","LIVEALONE"
"513",522,0,0,1,2,1,82,"Yes"
"514",523,1,0,1,2,1,35,"Yes"
"515",524,0,3,2,2,5,78,"No"
"516",525,0,4,3,1,7,43,"No"
"517",527,1,0,2,2,2,55,"No"
"518",528,2,0,3,2,3,69,"No"
"519",529,0,0,2,2,2,68,"No"
"520",530,0,0,2,2,2,85,"No"
"521",531,0,0,2,1,2,76,"No"
"522",532,0,0,2,1,2,77,"No"
"523",533,0,0,2,1,2,74,"No"
"524",534,0,0,1,1,1,85,"Yes"
"525",535,0,2,0,1,2,48,"No"
"526",536,0,0,2,1,2,79,"No"
"527",537,0,3,2,1,5,45,"No"
"528",538,0,1,2,1,3,56,"No"
"529",539,0,2,2,2,4,50,"No"
"530",540,0,0,3,1,3,71,"No"
"531",541,0,0,2,2,2,68,"No"
"532",542,3,0,2,2,2,81,"No"
"533",543,0,0,1,1,1,67,"Yes"
"534",544,0,0,2,2,2,83,"No"
"535",545,0,0,3,2,3,69,"No"
"536",546,0,0,1,2,1,67,"Yes"
"537",547,0,0,2,2,2,36,"No"
"538",548,0,0,1,2,1,74,"Yes"
"539",549,2,0,2,2,2,69,"No"
"540",550,0,0,2,2,2,56,"No"
"541",551,0,0,2,1,2,69,"No"
"542",552,0,0,2,1,2,78,"No"
"543",553,0,1,2,2,3,31,"No"
"544",554,0,0,3,2,3,58,"No"
"545",555,0,0,1,1,1,77,"Yes"
"546",556,0,0,1,2,1,49,"Yes"
"547",557,7,0,1,1,1,87,"Yes"
"548",558,0,0,2,2,2,40,"No"
"549",559,0,0,2,2,2,58,"No"
"550",560,0,1,4,2,5,50,"No"
"551",561,0,0,2,1,2,77,"No"
"552",562,0,1,2,2,3,42,"No"
"553",563,2,0,1,2,1,54,"Yes"
"554",564,0,0,1,2,1,80,"Yes"
"555",565,0,0,1,2,1,50,"Yes"
"556",566,0,0,2,1,2,50,"No"
"557",567,0,2,2,2,4,47,"No"
"558",568,0,0,3,1,3,53,"No"
"559",569,0,2,2,1,4,46,"No"
"560",570,0,1,2,1,3,52,"No"
"561",571,0,1,3,1,4,50,"No"
"562",572,1,1,2,1,3,56,"No"
"563",573,0,0,1,1,1,74,"Yes"
"564",574,1,0,2,1,2,63,"No"
"565",575,1,0,2,1,2,66,"No"
"566",576,5,0,2,1,2,46,"No"
"567",577,2,1,5,1,6,49,"No"
"568",578,0,2,2,1,4,46,"No"
"569",579,0,0,2,1,2,75,"No"
"570",580,0,0,2,2,2,42,"No"
"571",581,0,0,1,1,1,42,"Yes"
"572",582,0,4,2,2,6,42,"No"
"573",583,0,0,1,1,1,83,"Yes"
"574",584,1,1,2,1,3,44,"No"
"575",585,0,0,2,2,2,87,"No"
"576",586,0,2,2,2,4,39,"No"
"577",587,0,0,2,1,2,69,"No"
"578",588,0,2,4,2,6,46,"No"
"579",589,0,0,1,2,1,69,"Yes"
"580",590,0,0,1,2,1,32,"Yes"
"581",591,0,1,2,2,3,48,"No"
"582",592,0,1,2,2,3,45,"No"
"583",593,0,0,2,2,2,85,"No"
"584",594,0,0,2,2,2,65,"No"
"585",595,0,0,2,1,2,30,"No"
"586",596,0,0,2,1,2,66,"No"
"587",597,0,2,2,2,4,43,"No"
"588",598,0,0,2,2,2,63,"No"
"589",599,1,0,2,2,2,57,"No"
"590",600,7,0,2,1,2,66,"No"
"591",601,0,2,2,1,4,51,"No"
"592",602,1,2,1,1,3,33,"No"
"593",603,7,0,3,2,3,49,"No"
"594",604,0,0,3,2,3,29,"No"
"595",605,0,0,2,2,2,47,"No"
"596",606,0,0,2,2,2,75,"No"
"597",607,1,5,2,2,7,44,"No"
"598",608,0,0,2,2,2,75,"No"
"599",609,0,0,1,2,1,87,"Yes"
"600",610,0,0,2,1,2,52,"No"
"601",611,0,0,3,1,3,74,"No"
"602",612,0,0,2,2,2,74,"No"
"603",613,0,1,3,2,4,72,"No"
"604",614,0,3,2,1,5,37,"No"
"605",615,0,3,2,1,5,47,"No"
"606",616,0,0,1,2,1,81,"Yes"
"607",617,2,0,1,2,1,60,"Yes"
"608",618,0,4,4,2,8,26,"No"
"609",619,0,0,4,1,4,70,"No"
"610",620,0,0,2,1,2,86,"No"
"611",621,0,0,2,2,2,77,"No"
"612",622,0,0,3,2,3,52,"No"
"613",623,0,3,2,1,5,50,"No"
"614",624,0,1,3,1,4,29,"No"
"615",625,0,0,3,2,3,53,"No"
"616",626,0,1,3,2,4,80,"No"
"617",627,0,0,2,1,2,74,"No"
"618",628,0,0,2,1,2,77,"No"
"619",629,0,0,1,1,1,58,"Yes"
"620",630,0,0,2,2,2,63,"No"
"621",631,2,0,2,2,2,83,"No"
"622",632,0,0,2,1,2,63,"No"
"623",633,0,0,2,2,2,32,"No"
"624",634,1,0,4,2,4,29,"No"
"625",635,3,0,1,2,1,79,"Yes"
"626",636,0,0,2,1,2,77,"No"
"627",637,0,0,2,2,2,75,"No"
"628",638,0,2,2,2,4,33,"No"
"629",639,0,0,2,2,2,64,"No"
"630",640,7,0,1,2,1,67,"Yes"
"631",641,0,1,2,2,3,37,"No"
"632",642,0,0,1,1,1,73,"Yes"
"633",643,0,2,2,1,4,40,"No"
"634",644,0,0,2,1,2,82,"No"
"635",645,0,1,6,1,7,47,"No"
"636",646,0,0,3,2,3,68,"No"
"637",647,0,0,2,1,2,39,"No"
"638",648,0,1,2,2,3,40,"No"
"639",649,0,0,2,2,2,74,"No"
"640",650,1,0,1,2,1,54,"Yes"
"641",651,0,2,2,1,4,46,"No"
"642",652,0,0,1,2,1,79,"Yes"
"643",653,0,2,2,2,4,50,"No"
"644",654,0,1,2,2,3,49,"No"
"645",655,0,0,1,2,1,67,"Yes"
"646",656,0,0,2,2,2,78,"No"
"647",657,0,0,2,2,2,71,"No"
"648",658,0,0,4,2,4,72,"No"
"649",659,0,2,2,1,4,51,"No"
"650",660,0,0,1,1,1,84,"Yes"
"651",661,0,2,2,1,4,39,"No"
"652",662,0,0,2,2,2,75,"No"
"653",663,0,0,1,2,1,93,"Yes"
"654",664,0,1,1,2,2,44,"No"
"655",665,7,0,2,2,2,58,"No"
"656",666,0,2,2,2,4,28,"No"
"657",667,3,1,4,2,5,53,"No"
"658",668,0,3,2,1,5,48,"No"
"659",669,0,0,2,2,2,69,"No"
"660",670,0,0,2,2,2,72,"No"
"661",671,5,0,2,2,2,84,"No"
"662",672,0,4,2,2,6,45,"No"
"663",673,1,0,3,1,3,51,"No"
"664",674,0,2,2,1,4,41,"No"
"665",675,0,2,2,1,4,74,"No"
"666",676,0,1,1,2,2,48,"No"
"667",677,0,1,1,2,2,47,"No"
"668",678,0,0,1,2,1,76,"Yes"
"669",679,0,4,4,1,8,25,"No"
"670",680,0,2,2,1,4,45,"No"
"671",681,0,0,3,1,3,83,"No"
"672",682,7,0,2,2,2,72,"No"
"673",683,0,0,2,2,2,69,"No"
"674",684,0,1,2,1,3,53,"No"
"675",685,0,0,2,1,2,71,"No"
"676",686,0,0,2,2,2,75,"No"
"677",687,0,3,2,2,5,48,"No"
"678",688,0,0,3,2,3,78,"No"
"679",689,7,0,2,1,2,52,"No"
"680",690,0,2,1,1,3,53,"No"
"681",691,0,3,2,2,5,43,"No"
"682",692,0,1,2,1,3,46,"No"
"683",693,1,0,3,1,3,72,"No"
"684",694,1,0,2,1,2,54,"No"
"685",695,0,0,3,1,3,62,"No"
"686",696,1,0,6,2,6,40,"No"
"687",697,0,0,1,2,1,71,"Yes"
"688",698,0,0,4,1,4,69,"No"
"689",699,0,0,2,1,2,78,"No"
"690",700,0,0,2,2,2,65,"No"
"691",701,0,0,2,2,2,74,"No"
"692",702,0,2,2,1,4,58,"No"
"693",704,0,0,2,1,2,86,"No"
"694",705,0,2,2,2,4,35,"No"
"695",706,2,0,1,2,1,82,"Yes"
"696",707,0,1,2,1,3,69,"No"
"697",708,0,0,2,2,2,31,"No"
"698",709,0,2,2,1,4,42,"No"
"699",710,7,2,3,2,5,25,"No"
"700",711,0,2,3,1,5,53,"No"
"701",712,0,3,4,1,7,58,"No"
"702",713,0,2,2,1,4,44,"No"
"703",714,0,2,2,1,4,48,"No"
"704",715,0,0,2,1,2,73,"No"
"705",716,0,1,3,2,4,31,"No"
"706",717,0,0,2,1,2,75,"No"
"707",718,0,4,1,1,5,54,"No"
"708",719,0,0,1,1,1,80,"Yes"
"709",720,0,1,2,1,3,46,"No"
"710",721,7,0,1,2,1,48,"Yes"
"711",722,0,0,2,1,2,67,"No"
"712",723,0,0,2,1,2,67,"No"
"713",724,0,0,5,2,5,56,"No"
"714",725,0,0,1,2,1,50,"Yes"
"715",726,0,0,1,1,1,67,"Yes"
"716",727,0,0,1,1,1,80,"Yes"
"717",728,0,0,3,2,3,26,"No"
"718",729,0,0,2,2,2,47,"No"
"719",730,0,3,2,1,5,44,"No"
"720",731,0,0,1,1,1,87,"Yes"
"721",732,0,2,2,2,4,42,"No"
"722",733,0,2,1,2,3,45,"No"
"723",734,0,0,1,2,1,57,"Yes"
"724",735,0,0,2,2,2,69,"No"
"725",736,2,0,1,2,1,36,"Yes"
"726",737,0,0,1,2,1,77,"Yes"
"727",738,0,0,2,2,2,64,"No"
"728",739,3,0,1,1,1,79,"Yes"
"729",740,0,0,2,1,2,63,"No"
"730",741,0,0,2,2,2,71,"No"
"731",742,0,0,2,2,2,66,"No"
"732",743,0,0,2,1,2,46,"No"
"733",744,0,0,2,1,2,61,"No"
"734",745,0,0,2,1,2,65,"No"
"735",746,0,0,2,2,2,77,"No"
"736",747,0,0,1,2,1,28,"Yes"
"737",748,0,2,2,1,4,46,"No"
"738",749,0,0,1,2,1,76,"Yes"
"739",750,0,0,1,2,1,53,"Yes"
"740",751,0,4,2,2,6,41,"No"
"741",752,0,1,3,1,4,54,"No"
"742",753,0,0,1,1,1,80,"Yes"
"743",754,0,0,2,1,2,57,"No"
"744",755,0,0,1,1,1,74,"Yes"
"745",756,0,4,2,1,6,42,"No"
"746",757,0,2,2,2,4,46,"No"
"747",758,0,0,2,2,2,64,"No"
"748",759,1,1,2,2,3,36,"No"
"749",760,0,0,1,1,1,74,"Yes"
"750",761,0,1,2,2,3,62,"No"
"751",762,0,0,1,1,1,78,"Yes"
"752",763,0,0,2,2,2,80,"No"
"753",764,0,0,2,2,2,59,"No"
"754",765,5,0,1,2,1,68,"Yes"
"755",766,0,0,2,1,2,88,"No"
"756",767,0,0,3,1,3,54,"No"
"757",768,0,0,2,1,2,78,"No"
"758",769,0,0,2,1,2,43,"No"
"759",770,4,0,1,2,1,73,"Yes"
"760",771,0,0,2,2,2,76,"No"
"761",772,0,0,2,1,2,81,"No"
"762",773,0,3,2,1,5,47,"No"
"763",774,0,0,3,2,3,69,"No"
"764",775,0,0,2,1,2,77,"No"
"765",776,0,1,2,2,3,39,"No"
"766",777,1,2,2,2,4,45,"No"
"767",778,0,1,1,1,2,51,"No"
"768",779,0,0,2,1,2,78,"No"
"769",780,0,2,1,1,3,37,"No"
"770",781,0,2,2,2,4,43,"No"
"771",782,0,3,2,2,5,35,"No"
"772",783,0,1,1,2,2,42,"No"
"773",784,1,0,1,1,1,27,"Yes"
"774",785,0,0,2,1,2,80,"No"
"775",786,0,0,1,2,1,83,"Yes"
"776",787,2,0,4,2,4,30,"No"
"777",788,0,0,2,2,2,84,"No"
"778",789,1,0,2,2,2,45,"No"
"779",790,0,1,3,2,4,58,"No"
"780",791,7,0,2,1,2,70,"No"
"781",792,0,0,1,2,1,41,"Yes"
"782",793,0,0,1,2,1,80,"Yes"
"783",794,7,0,1,2,1,75,"Yes"
"784",795,0,0,3,1,3,71,"No"
"785",796,0,0,2,1,2,69,"No"
"786",797,0,0,1,2,1,60,"Yes"
"787",798,0,1,2,1,3,33,"No"
"788",799,0,0,2,2,2,63,"No"
"789",800,0,0,2,2,2,50,"No"
"790",801,0,0,3,1,3,67,"No"
"791",802,0,0,2,2,2,38,"No"
"792",803,0,0,1,2,1,79,"Yes"
"793",804,0,2,2,2,4,41,"No"
"794",805,0,0,2,2,2,46,"No"
"795",806,0,0,1,1,1,76,"Yes"
"796",807,0,0,2,1,2,58,"No"
"797",808,0,0,1,2,1,91,"Yes"
"798",809,0,0,2,2,2,38,"No"
"799",810,1,0,1,2,1,83,"Yes"
"800",811,0,2,2,1,4,36,"No"
"801",812,1,0,1,2,1,42,"Yes"
"802",813,1,2,1,2,3,31,"No"
"803",814,0,0,3,1,3,58,"No"
"804",815,0,2,2,1,4,51,"No"
"805",816,2,0,1,2,1,74,"Yes"
"806",817,0,0,2,2,2,65,"No"
"807",818,0,0,2,2,2,89,"No"
"808",819,1,1,4,2,5,32,"No"
"809",820,0,0,2,1,2,78,"No"
"810",821,0,3,1,1,4,48,"No"
"811",822,0,0,2,1,2,59,"No"
"812",823,0,1,2,2,3,43,"No"
"813",824,0,3,2,2,5,47,"No"
"814",825,0,1,2,2,3,50,"No"
"815",826,2,1,1,2,2,44,"No"
"816",827,0,1,1,1,2,56,"No"
"817",828,7,0,2,2,2,67,"No"
"818",829,0,2,2,2,4,40,"No"
"819",830,0,0,2,2,2,70,"No"
"820",831,0,0,2,2,2,73,"No"
"821",832,0,0,3,2,3,64,"No"
"822",833,1,0,1,1,1,49,"Yes"
"823",834,0,0,2,1,2,65,"No"
"824",835,0,0,2,2,2,53,"No"
"825",836,0,0,2,2,2,67,"No"
"826",837,0,0,2,1,2,61,"No"
"827",838,0,0,2,2,2,80,"No"
"828",839,0,1,4,1,5,43,"No"
"829",840,0,0,1,1,1,80,"Yes"
"830",841,0,2,2,1,4,39,"No"
"831",842,7,0,1,1,1,70,"Yes"
"832",843,0,1,1,1,2,43,"No"
"833",844,0,0,2,1,2,73,"No"
"834",845,2,2,2,2,4,42,"No"
"835",846,0,0,1,1,1,87,"Yes"
"836",847,0,0,1,2,1,80,"Yes"
"837",848,0,1,2,2,3,63,"No"
"838",849,0,2,3,1,5,43,"No"
"839",850,0,2,1,1,3,46,"No"
"840",851,0,0,2,1,2,68,"No"
"841",852,0,0,2,2,2,73,"No"
"842",853,0,3,2,1,5,45,"No"
"843",854,0,1,3,2,4,53,"No"
"844",855,2,0,1,1,1,79,"Yes"
"845",856,1,0,2,2,2,72,"No"
"846",857,0,0,1,2,1,98,"Yes"
"847",858,0,0,1,2,1,82,"Yes"
"848",859,0,1,2,1,3,64,"No"
"849",860,0,2,2,1,4,44,"No"
"850",861,0,0,1,1,1,82,"Yes"
"851",862,0,0,1,2,1,69,"Yes"
"852",863,0,0,2,2,2,74,"No"
"853",864,0,0,2,1,2,80,"No"
"854",865,0,0,2,2,2,34,"No"
"855",866,0,0,4,1,4,65,"No"
"856",867,0,1,3,1,4,24,"No"
"857",868,0,0,1,2,1,82,"Yes"
"858",869,0,1,4,2,5,52,"No"
"859",870,0,0,2,2,2,69,"No"
"860",871,0,0,2,1,2,70,"No"
"861",872,0,0,2,1,2,72,"No"
"862",873,0,0,2,2,2,59,"No"
"863",874,0,0,2,2,2,75,"No"
"864",875,0,4,2,1,6,39,"No"
"865",876,0,0,2,2,2,83,"No"
"866",877,0,0,2,2,2,68,"No"
"867",878,1,0,2,2,2,30,"No"
"868",879,0,0,2,1,2,80,"No"
"869",880,0,2,2,2,4,47,"No"
"870",881,0,0,9,1,9,67,"No"
"871",882,3,3,1,2,4,44,"No"
"872",883,0,0,3,1,3,82,"No"
"873",884,0,2,2,1,4,47,"No"
"874",885,0,0,2,1,2,86,"No"
"875",886,0,0,1,2,1,69,"Yes"
"876",887,1,1,3,1,4,29,"No"
"877",888,0,1,2,2,3,38,"No"
"878",889,0,4,2,1,6,46,"No"
"879",890,2,0,1,2,1,55,"Yes"
"880",891,0,0,4,1,4,50,"No"
"881",892,0,3,2,2,5,44,"No"
"882",893,0,0,1,1,1,57,"Yes"
"883",894,0,0,2,2,2,43,"No"
"884",895,0,2,2,1,4,45,"No"
"885",896,0,0,2,1,2,79,"No"
"886",897,1,0,2,2,2,70,"No"
"887",898,0,2,2,2,4,39,"No"
"888",899,0,0,1,2,1,75,"Yes"
"889",900,7,0,2,2,2,69,"No"
"890",901,0,0,2,1,2,73,"No"
"891",902,0,0,2,1,2,69,"No"
"892",903,0,0,2,1,2,79,"No"
"893",904,0,0,1,1,1,73,"Yes"
"894",905,0,0,1,1,1,75,"Yes"
"895",906,0,1,2,1,3,47,"No"
"896",907,0,0,4,2,4,25,"No"
"897",908,0,0,3,2,3,43,"No"
"898",909,0,0,2,1,2,86,"No"
"899",910,0,0,2,2,2,52,"No"
"900",911,0,0,3,2,3,69,"No"
"901",912,0,0,2,1,2,84,"No"
"902",913,0,0,3,1,3,68,"No"
"903",914,0,0,1,1,1,91,"Yes"
"904",915,0,0,2,2,2,39,"No"
"905",916,0,0,2,1,2,37,"No"
"906",917,0,0,2,2,2,72,"No"
"907",918,0,0,2,1,2,71,"No"
"908",919,0,2,3,2,5,33,"No"
"909",920,0,0,1,1,1,51,"Yes"
"910",921,2,2,4,1,6,36,"No"
"911",922,3,0,2,2,2,74,"No"
"912",923,0,2,2,1,4,41,"No"
"913",924,0,0,2,1,2,74,"No"
"914",925,0,0,1,2,1,45,"Yes"
"915",926,0,1,3,1,4,47,"No"
"916",927,0,2,2,2,4,36,"No"
"917",928,0,1,2,2,3,36,"No"
"918",929,0,2,2,2,4,40,"No"
"919",930,0,0,2,1,2,82,"No"
"920",931,2,0,1,1,1,85,"Yes"
"921",932,0,0,2,2,2,52,"No"
"922",933,0,0,1,2,1,38,"Yes"
"923",934,0,1,2,1,3,34,"No"
"924",935,1,3,2,1,5,49,"No"
"925",936,0,0,1,2,1,77,"Yes"
"926",937,0,2,2,1,4,46,"No"
"927",938,0,0,2,1,2,60,"No"
"928",939,0,2,2,1,4,37,"No"
"929",940,0,4,2,2,6,45,"No"
"930",941,0,0,2,2,2,70,"No"
"931",942,0,0,3,2,3,73,"No"
"932",943,6,0,1,2,1,87,"Yes"
"933",944,0,0,2,1,2,63,"No"
"934",945,0,2,2,1,4,29,"No"
"935",946,0,2,3,2,5,59,"No"
"936",947,2,2,2,1,4,39,"No"
"937",948,0,2,2,2,4,46,"No"
"938",949,0,1,2,2,3,59,"No"
"939",950,0,0,3,2,3,50,"No"
"940",951,0,0,2,2,2,68,"No"
"941",952,0,2,2,1,4,39,"No"
"942",953,0,0,1,2,1,77,"Yes"
"943",954,0,2,2,2,4,42,"No"
"944",955,0,0,2,1,2,66,"No"
"945",956,0,0,1,1,1,57,"Yes"
"946",957,0,2,2,2,4,39,"No"
"947",958,0,2,2,2,4,57,"No"
"948",959,0,2,2,1,4,53,"No"
"949",960,2,0,1,2,1,83,"Yes"
"950",961,1,2,2,2,4,38,"No"
"951",962,0,0,2,1,2,58,"No"
"952",963,0,1,2,2,3,48,"No"
"953",964,0,0,3,2,3,71,"No"
"954",965,0,1,5,1,6,58,"No"
"955",966,0,0,4,1,4,25,"No"
"956",967,0,1,2,2,3,37,"No"
"957",968,0,2,2,1,4,47,"No"
"958",969,0,2,2,1,4,47,"No"
"959",970,0,0,2,1,2,48,"No"
"960",971,0,2,2,1,4,44,"No"
"961",972,2,2,2,1,4,42,"No"
"962",973,0,0,2,2,2,41,"No"
"963",974,0,3,3,2,6,26,"No"
"964",975,0,0,4,2,4,42,"No"
"965",976,0,0,2,2,2,37,"No"
"966",977,6,0,1,2,1,69,"Yes"
"967",978,0,0,1,2,1,90,"Yes"
"968",979,0,2,2,2,4,44,"No"
"969",980,0,0,1,2,1,61,"Yes"
"970",981,0,1,2,1,3,42,"No"
"971",982,0,0,2,2,2,67,"No"
"972",983,0,0,1,2,1,82,"Yes"
"973",984,0,0,1,2,1,89,"Yes"
"974",985,0,2,2,1,4,45,"No"
"975",986,0,0,2,1,2,67,"No"
"976",987,0,0,3,2,3,54,"No"
"977",988,0,0,3,2,3,63,"No"
"978",989,0,0,2,2,2,26,"No"
"979",990,0,0,2,1,2,70,"No"
"980",991,0,0,3,2,3,71,"No"
"981",992,0,0,2,2,2,67,"No"
"982",993,0,2,2,1,4,50,"No"
"983",994,2,0,1,2,1,36,"Yes"
"984",995,0,6,2,1,8,44,"No"
"985",996,0,0,2,1,2,79,"No"
"986",997,0,2,2,1,4,55,"No"
"987",998,0,0,2,2,2,74,"No"
"988",999,2,0,2,2,2,66,"No"
"989",1000,0,3,2,2,5,37,"No"
"990",1001,0,2,2,1,4,46,"No"
"991",1002,0,0,2,1,2,74,"No"
"992",1003,0,0,1,1,1,58,"Yes"
"993",1004,0,0,1,2,1,77,"Yes"
"994",1005,0,2,2,2,4,35,"No"
"995",1006,3,0,1,1,1,69,"Yes"
"996",1007,0,0,3,2,3,61,"No"
"997",1008,0,0,2,2,2,68,"No"
"998",1009,7,0,2,2,2,54,"No"
"999",1010,7,0,1,2,1,85,"Yes"
"1000",1011,0,2,2,1,4,48,"No"
"1001",1012,0,1,2,2,3,47,"No"
"1002",1013,0,2,2,2,4,35,"No"
"1003",1014,0,0,2,2,2,72,"No"
"1004",1015,0,0,2,2,2,34,"No"
"1005",1016,4,0,2,1,2,61,"No"
"1006",1017,0,0,2,2,2,74,"No"
"1007",1018,0,2,2,1,4,42,"No"
"1008",1019,0,0,2,1,2,31,"No"
"1009",1020,0,2,2,1,4,40,"No"
"1010",1021,0,0,2,2,2,69,"No"
"1011",1022,0,0,1,2,1,70,"Yes"
"1012",1023,0,2,2,1,4,46,"No"
"1013",1024,0,0,2,2,2,71,"No"
"1014",1025,0,2,2,2,4,35,"No"
"1015",1026,0,0,3,2,3,66,"No"
"1016",1027,0,2,3,1,5,54,"No"
"1017",1028,1,2,3,1,5,53,"No"
"1018",1029,0,0,3,2,3,48,"No"
"1019",1030,0,0,3,1,3,30,"No"
